Cell Number,X,Y,Z,Cell Flux,Standard Deviation
214,6.00000E+02,5.00000E+02,0.00000E+00,2.98606E-08,8.00000E-04
215,7.00000E+02,5.00000E+02,0.00000E+00,3.79514E-10,7.20000E-03
216,3.00000E+02,6.00000E+02,0.00000E+00,2.15389E-10,9.40000E-03
217,4.00000E+02,6.00000E+02,0.00000E+00,1.67822E-08,1.00000E-03
218,5.00000E+02,6.00000E+02,0.00000E+00,3.22014E-08,7.00000E-04
219,6.00000E+02,6.00000E+02,0.00000E+00,1.64236E-08,1.00000E-03
220,7.00000E+02,6.00000E+02,0.00000E+00,2.02409E-10,9.80000E-03
221,3.00000E+02,7.00000E+02,0.00000E+00,3.38384E-12,6.13000E-02
222,4.00000E+02,7.00000E+02,0.00000E+00,2.43305E-10,8.90000E-03
223,5.00000E+02,7.00000E+02,0.00000E+00,4.45564E-10,6.60000E-03
224,6.00000E+02,7.00000E+02,0.00000E+00,2.21967E-10,9.20000E-03
225,7.00000E+02,7.00000E+02,0.00000E+00,3.42787E-12,7.24000E-02
